Year published,journal title,DOI,system.location,flow category,Mesh_Size_Category,Setting,biome,Detritus_Type,Species,Time.Series_ID,Measurement Day,Start_Year,Start_Month,Start_Day,Temperature (deg C),Mass remaining (%),Initial_Mass_g,k,CN_ratio,Ergosterol_microg/g,Altitude_meters,Latitude,Longitude
2019,Functional Ecology,10.1111/1365-2435.13356,stream,riffle,5,field,Woodland/shrubland,leaves,Alnus glutinosa,1,0,2011,11,2,10.7,100,2.8,0.0566,23.25,NA,80,40.31,-8.39
2019,Functional Ecology,10.1111/1365-2435.13356,stream,riffle,5,field,Woodland/shrubland,leaves,Alnus glutinosa,1,7,2011,11,2,10.7,77.73,2.8,0.0566,NA,NA,80,40.31,-8.39
2019,Functional Ecology,10.1111/1365-2435.13356,stream,riffle,5,field,Woodland/shrubland,leaves,Alnus glutinosa,1,14,2011,11,2,10.7,70.1,2.8,0.0566,15.29,NA,80,40.31,-8.39
2019,Functional Ecology,10.1111/1365-2435.13356,stream,riffle,5,field,Woodland/shrubland,leaves,Alnus glutinosa,1,28,2011,11,2,10.7,30.66,2.8,0.0566,13.4,NA,80,40.31,-8.39
2019,Functional Ecology,10.1111/1365-2435.13356,stream,riffle,5,field,Woodland/shrubland,leaves,Alnus glutinosa,1,56,2011,11,2,10.7,6.57,2.8,0.0566,NA,NA,80,40.31,-8.39
2019,Functional Ecology,10.1111/1365-2435.13356,stream,riffle,5,field,Woodland/shrubland,leaves,Populus canadensis,2,0,2011,11,2,10.7,100,2.8,0.0234,67.28,NA,80,40.31,-8.39
2019,Functional Ecology,10.1111/1365-2435.13356,stream,riffle,5,field,Woodland/shrubland,leaves,Populus canadensis,2,7,2011,11,2,10.7,72.03,2.8,0.0234,NA,NA,80,40.31,-8.39
2019,Functional Ecology,10.1111/1365-2435.13356,stream,riffle,5,field,Woodland/shrubland,leaves,Populus canadensis,2,14,2011,11,2,10.7,63.64,2.8,0.0234,38.73,NA,80,40.31,-8.39
2019,Functional Ecology,10.1111/1365-2435.13356,stream,riffle,5,field,Woodland/shrubland,leaves,Populus canadensis,2,28,2011,11,2,10.7,53.84,2.8,0.0234,33.59,NA,80,40.31,-8.39
2019,Functional Ecology,10.1111/1365-2435.13356,stream,riffle,5,field,Woodland/shrubland,leaves,Populus canadensis,2,56,2011,11,2,10.7,24.48,2.8,0.0234,NA,NA,80,40.31,-8.39
2016,Science of the Total Environment,10.1016/j.scitotenv.2016.02.082,stream,riffle,5,field,Temperate forest,leaves,Populus nigra,1,0,2013,8,29,16,100,3.27,0.053,108.9,NA,NA,42.14,2.45
2016,Science of the Total Environment,10.1016/j.scitotenv.2016.02.082,stream,riffle,5,field,Temperate forest,leaves,Populus nigra,1,1,2013,8,29,16,72.35,3.27,0.053,76.6,NA,NA,42.14,2.45
2016,Science of the Total Environment,10.1016/j.scitotenv.2016.02.082,stream,riffle,5,field,Temperate forest,leaves,Populus nigra,1,4,2013,8,29,16,45.47,3.27,0.053,46.72,NA,NA,42.14,2.45
2016,Science of the Total Environment,10.1016/j.scitotenv.2016.02.082,stream,riffle,5,field,Temperate forest,leaves,Populus nigra,1,8,2013,8,29,16,28.59,3.27,0.053,26.35,NA,NA,42.14,2.45
2016,Science of the Total Environment,10.1016/j.scitotenv.2016.02.082,stream,riffle,5,field,Temperate forest,leaves,Populus nigra,1,11,2013,8,29,16,18.03,3.27,0.053,18.7,NA,NA,42.14,2.45
2016,Science of the Total Environment,10.1016/j.scitotenv.2016.02.082,stream,isolated_pool,5,field,Temperate forest,leaves,Populus nigra,2,0,2013,8,29,17.8,100,3.27,0.044,108.9,NA,NA,42.14,2.45
2016,Science of the Total Environment,10.1016/j.scitotenv.2016.02.082,stream,isolated_pool,5,field,Temperate forest,leaves,Populus nigra,2,1,2013,8,29,17.8,64.4,3.27,0.044,67.02,NA,NA,42.14,2.45
2016,Science of the Total Environment,10.1016/j.scitotenv.2016.02.082,stream,isolated_pool,5,field,Temperate forest,leaves,Populus nigra,2,4,2013,8,29,17.8,47.14,3.27,0.044,50.25,NA,NA,42.14,2.45
2016,Science of the Total Environment,10.1016/j.scitotenv.2016.02.082,stream,isolated_pool,5,field,Temperate forest,leaves,Populus nigra,2,8,2013,8,29,17.8,37.8,3.27,0.044,47.56,NA,NA,42.14,2.45
2016,Science of the Total Environment,10.1016/j.scitotenv.2016.02.082,stream,isolated_pool,5,field,Temperate forest,leaves,Populus nigra,2,11,2013,8,29,17.8,33.93,3.27,0.044,43.4,NA,NA,42.14,2.45
2014,Acta Zoologica Bulgarica,NA,lake,NA,1,field,Woodland/shrubland,leaves,Salix alba,1,0,2009,6,9,22.5,100,8,0.011,24.05,58.56,NA,46.191483,18.84895
2014,Acta Zoologica Bulgarica,NA,lake,NA,1,field,Woodland/shrubland,leaves,Salix alba,1,2,2009,6,9,22.5,81.12,8,0.011,21.29,118.31,NA,46.191483,18.84895
2014,Acta Zoologica Bulgarica,NA,lake,NA,1,field,Woodland/shrubland,leaves,Salix alba,1,42,2009,6,9,22.5,38.97,8,0.011,15.48,241.31,NA,46.191483,18.84895
2014,Acta Zoologica Bulgarica,NA,lake,NA,1,field,Woodland/shrubland,leaves,Salix alba,1,84,2009,6,9,22.5,33.32,8,0.011,17.14,208.44,NA,46.191483,18.84895
2014,Acta Zoologica Bulgarica,NA,lake,NA,1,field,Woodland/shrubland,leaves,Salix alba,1,119,2009,6,9,22.5,28.34,8,0.011,18.1,222.6,NA,46.191483,18.84895
2014,Acta Zoologica Bulgarica,NA,lake,NA,1,field,Woodland/shrubland,leaves,Salix alba,1,140,2009,6,9,22.5,30.58,8,0.011,15.95,141.18,NA,46.191483,18.84895
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,depositional_side_channel,0.04,field,Woodland/shrubland,leaves,Salix alba,1,0,2008,3,12,13.9,100,8,0.0096,28.1,25.26315789,NA,46.22333,18.86804
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,depositional_side_channel,0.04,field,Woodland/shrubland,leaves,Salix alba,1,2,2008,3,12,13.9,78.78024194,8,0.0096,NA,63.15789474,NA,46.22333,18.86804
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,depositional_side_channel,0.04,field,Woodland/shrubland,leaves,Salix alba,1,35,2008,3,12,13.9,65.1933651,8,0.0096,NA,240,NA,46.22333,18.86804
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,depositional_side_channel,0.04,field,Woodland/shrubland,leaves,Salix alba,1,62,2008,3,12,13.9,51.5542522,8,0.0096,NA,315.7894737,NA,46.22333,18.86804
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,depositional_side_channel,1,field,Woodland/shrubland,leaves,Salix alba,2,0,2008,3,12,13.9,100,8,0.0015,28.1,31.57894737,NA,46.22333,18.86804
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,depositional_side_channel,1,field,Woodland/shrubland,leaves,Salix alba,2,2,2008,3,12,13.9,79.7204912,8,0.0015,NA,50.52631579,NA,46.22333,18.86804
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,depositional_side_channel,1,field,Woodland/shrubland,leaves,Salix alba,2,35,2008,3,12,13.9,77.38361437,8,0.0015,NA,44.21052632,NA,46.22333,18.86804
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,depositional_side_channel,1,field,Woodland/shrubland,leaves,Salix alba,2,62,2008,3,12,13.9,42.17375367,8,0.0015,NA,202.1052632,NA,46.22333,18.86804
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,depositional_side_channel,0.04,field,Woodland/shrubland,leaves,Populus spphybrids,3,0,2008,3,12,13.9,100,8,0.0105,64.8,70.21276596,NA,46.22333,18.86804
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,depositional_side_channel,0.04,field,Woodland/shrubland,leaves,Populus spphybrids,3,2,2008,3,12,13.9,69.47368421,8,0.0105,NA,255.6810704,NA,46.22333,18.86804
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,depositional_side_channel,0.04,field,Woodland/shrubland,leaves,Populus spphybrids,3,35,2008,3,12,13.9,56.84210526,8,0.0105,NA,460.0679974,NA,46.22333,18.86804
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,depositional_side_channel,0.04,field,Woodland/shrubland,leaves,Populus spphybrids,3,62,2008,3,12,13.9,46.01503759,8,0.0105,NA,529.5569204,NA,46.22333,18.86804
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,depositional_side_channel,1,field,Woodland/shrubland,leaves,Populus spphybrids,4,0,2008,3,12,13.9,100,8,0.01,64.8,63.86268919,NA,46.22333,18.86804
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,depositional_side_channel,1,field,Woodland/shrubland,leaves,Populus spphybrids,4,2,2008,3,12,13.9,75.78947368,8,0.01,NA,108.8725598,NA,46.22333,18.86804
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,depositional_side_channel,1,field,Woodland/shrubland,leaves,Populus spphybrids,4,35,2008,3,12,13.9,74.88721805,8,0.01,NA,172.8339548,NA,46.22333,18.86804
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,depositional_side_channel,1,field,Woodland/shrubland,leaves,Populus spphybrids,4,62,2008,3,12,13.9,40.60150376,8,0.01,NA,312.5356438,NA,46.22333,18.86804
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,depositional_side_channel,1,field,Woodland/shrubland,leaves,Fraxinus angustifolia,5,0,2008,3,12,13.9,100,8,0.014,23.4,100,NA,46.22333,18.86804
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,depositional_side_channel,1,field,Woodland/shrubland,leaves,Fraxinus angustifolia,5,2,2008,3,12,13.9,73.18784916,8,0.014,NA,177.9328821,NA,46.22333,18.86804
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,depositional_side_channel,1,field,Woodland/shrubland,leaves,Fraxinus angustifolia,5,35,2008,3,12,13.9,70.38582402,8,0.014,NA,114.0580936,NA,46.22333,18.86804
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,depositional_side_channel,1,field,Woodland/shrubland,leaves,Fraxinus angustifolia,5,62,2008,3,12,13.9,28.09357542,8,0.014,NA,260.998308,NA,46.22333,18.86804
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,erosional_side_channel,0.04,field,Woodland/shrubland,leaves,Fraxinus angustifolia,6,0,2008,3,12,14,100,8,0.0156,21.9,146.0659898,NA,46.22353,18.86609
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,erosional_side_channel,0.04,field,Woodland/shrubland,leaves,Fraxinus angustifolia,6,2,2008,3,12,14,77.87534916,8,0.0156,NA,85.15228426,NA,46.22353,18.86609
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,erosional_side_channel,0.04,field,Woodland/shrubland,leaves,Fraxinus angustifolia,6,35,2008,3,12,14,49.76082402,8,0.0156,NA,115.6091371,NA,46.22353,18.86609
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,erosional_side_channel,0.04,field,Woodland/shrubland,leaves,Fraxinus angustifolia,6,62,2008,3,12,14,19.64560056,8,0.0156,NA,190.2002256,NA,46.22353,18.86609
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,erosional_side_channel,1,field,Woodland/shrubland,leaves,Fraxinus angustifolia,7,0,2008,3,12,14,100,8,0.0043,21.9,140.4963339,NA,46.22353,18.86609
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,erosional_side_channel,1,field,Woodland/shrubland,leaves,Fraxinus angustifolia,7,2,2008,3,12,14,74.51815642,8,0.0043,NA,124.0129724,NA,46.22353,18.86609
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,erosional_side_channel,1,field,Woodland/shrubland,leaves,Fraxinus angustifolia,7,35,2008,3,12,14,52.90328212,8,0.0043,NA,137.8313593,NA,46.22353,18.86609
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,erosional_side_channel,1,field,Woodland/shrubland,leaves,Fraxinus angustifolia,7,62,2008,3,12,14,37.74092179,8,0.0043,NA,112.4083474,NA,46.22353,18.86609
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,erosional_side_channel,0.04,field,Woodland/shrubland,leaves,Quercus robur,8,0,2008,3,12,14,100,8,0.0051,40,63.15789474,NA,46.22353,18.86609
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,erosional_side_channel,0.04,field,Woodland/shrubland,leaves,Quercus robur,8,2,2008,3,12,14,88.38618035,8,0.0051,NA,113.6842105,NA,46.22353,18.86609
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,erosional_side_channel,0.04,field,Woodland/shrubland,leaves,Quercus robur,8,35,2008,3,12,14,81.36730205,8,0.0051,NA,221.0526316,NA,46.22353,18.86609
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,erosional_side_channel,0.04,field,Woodland/shrubland,leaves,Quercus robur,8,62,2008,3,12,14,70.53793988,8,0.0051,NA,536.8421053,NA,46.22353,18.86609
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,erosional_side_channel,1,field,Woodland/shrubland,leaves,Quercus robur,9,0,2008,3,12,14,100,8,0.0068,40,63.15789474,NA,46.22353,18.86609
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,erosional_side_channel,1,field,Woodland/shrubland,leaves,Quercus robur,9,2,2008,3,12,14,94.01118035,8,0.0068,NA,37.89473684,NA,46.22353,18.86609
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,erosional_side_channel,1,field,Woodland/shrubland,leaves,Quercus robur,9,35,2008,3,12,14,82.30755132,8,0.0068,NA,391.5789474,NA,46.22353,18.86609
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,erosional_side_channel,1,field,Woodland/shrubland,leaves,Quercus robur,9,62,2008,3,12,14,61.15744135,8,0.0068,NA,429.4736842,NA,46.22353,18.86609
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,erosional_side_channel,0.04,field,Woodland/shrubland,leaves,Ulmus laevis,10,0,2008,3,12,14,100,8,0.0131,44.6,60.67119982,NA,46.22353,18.86609
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,erosional_side_channel,0.04,field,Woodland/shrubland,leaves,Ulmus laevis,10,2,2008,3,12,14,81.20300752,8,0.0131,NA,137.7275718,NA,46.22353,18.86609
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,erosional_side_channel,0.04,field,Woodland/shrubland,leaves,Ulmus laevis,10,35,2008,3,12,14,58.64661654,8,0.0131,NA,418.7431454,NA,46.22353,18.86609
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,erosional_side_channel,0.04,field,Woodland/shrubland,leaves,Ulmus laevis,10,62,2008,3,12,14,40.60150376,8,0.0131,NA,424.6325949,NA,46.22353,18.86609
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,erosional_side_channel,1,field,Woodland/shrubland,leaves,Ulmus laevis,11,0,2008,3,12,14,100,8,0.0196,44.6,60.67119982,NA,46.22353,18.86609
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,erosional_side_channel,1,field,Woodland/shrubland,leaves,Ulmus laevis,11,2,2008,3,12,14,72.18045113,8,0.0196,NA,144.0776486,NA,46.22353,18.86609
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,erosional_side_channel,1,field,Woodland/shrubland,leaves,Ulmus laevis,11,35,2008,3,12,14,48.72180451,8,0.0196,NA,884.7005922,NA,46.22353,18.86609
2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,erosional_side_channel,1,field,Woodland/shrubland,leaves,Ulmus laevis,11,62,2008,3,12,14,24.36090226,8,0.0196,NA,284.2728669,NA,46.22353,18.86609
2010,Ecological Research,10.1007/s11284-010-0698-y,lake,NA,5,field,Woodland/shrubland,leaves,Robinia pseudoacacia,1,0,2006,12,NA,9.7,100,3,NA,34.3,NA,596,40.5,-3.3
2010,Ecological Research,10.1007/s11284-010-0698-y,lake,NA,5,field,Woodland/shrubland,leaves,Robinia pseudoacacia,1,2,2006,12,NA,9.7,70.85972851,3,NA,NA,NA,596,40.5,-3.3
2010,Ecological Research,10.1007/s11284-010-0698-y,lake,NA,5,field,Woodland/shrubland,leaves,Robinia pseudoacacia,1,25,2006,12,NA,9.7,66.74208145,3,NA,NA,NA,596,40.5,-3.3
2010,Ecological Research,10.1007/s11284-010-0698-y,lake,NA,5,field,Woodland/shrubland,leaves,Robinia pseudoacacia,1,39,2006,12,NA,9.7,65.7918552,3,NA,NA,NA,596,40.5,-3.3
2010,Ecological Research,10.1007/s11284-010-0698-y,lake,NA,5,field,Woodland/shrubland,leaves,Robinia pseudoacacia,1,71,2006,12,NA,9.7,59.77375566,3,NA,NA,NA,596,40.5,-3.3
2010,Ecological Research,10.1007/s11284-010-0698-y,lake,NA,5,field,Woodland/shrubland,leaves,Robinia pseudoacacia,1,95,2006,12,NA,9.7,52.1719457,3,NA,NA,NA,596,40.5,-3.3
2010,Ecological Research,10.1007/s11284-010-0698-y,lake,NA,5,field,Woodland/shrubland,leaves,Ulmus minor,2,0,2006,12,NA,9.7,100,3,NA,49,NA,596,40.5,-3.3
2010,Ecological Research,10.1007/s11284-010-0698-y,lake,NA,5,field,Woodland/shrubland,leaves,Ulmus minor,2,2,2006,12,NA,9.7,79.41176471,3,NA,NA,NA,596,40.5,-3.3
2010,Ecological Research,10.1007/s11284-010-0698-y,lake,NA,5,field,Woodland/shrubland,leaves,Ulmus minor,2,25,2006,12,NA,9.7,62.62443439,3,NA,NA,NA,596,40.5,-3.3
2010,Ecological Research,10.1007/s11284-010-0698-y,lake,NA,5,field,Woodland/shrubland,leaves,Ulmus minor,2,39,2006,12,NA,9.7,58.19004525,3,NA,NA,NA,596,40.5,-3.3
2010,Ecological Research,10.1007/s11284-010-0698-y,lake,NA,5,field,Woodland/shrubland,leaves,Ulmus minor,2,71,2006,12,NA,9.7,47.73755656,3,NA,NA,NA,596,40.5,-3.3
2010,Ecological Research,10.1007/s11284-010-0698-y,lake,NA,5,field,Woodland/shrubland,leaves,Ulmus minor,2,95,2006,12,NA,9.7,35.38461538,3,NA,NA,NA,596,40.5,-3.3
2010,Ecological Research,10.1007/s11284-010-0698-y,lake,NA,5,field,Woodland/shrubland,leaves,Ailanthus altissima,3,0,2006,12,NA,9.7,100,3,NA,55.1,NA,596,40.5,-3.3
2010,Ecological Research,10.1007/s11284-010-0698-y,lake,NA,5,field,Woodland/shrubland,leaves,Ailanthus altissima,3,2,2006,12,NA,9.7,86.06334842,3,NA,NA,NA,596,40.5,-3.3
2010,Ecological Research,10.1007/s11284-010-0698-y,lake,NA,5,field,Woodland/shrubland,leaves,Ailanthus altissima,3,25,2006,12,NA,9.7,63.89140271,3,NA,NA,NA,596,40.5,-3.3
2010,Ecological Research,10.1007/s11284-010-0698-y,lake,NA,5,field,Woodland/shrubland,leaves,Ailanthus altissima,3,39,2006,12,NA,9.7,53.75565611,3,NA,NA,NA,596,40.5,-3.3
2010,Ecological Research,10.1007/s11284-010-0698-y,lake,NA,5,field,Woodland/shrubland,leaves,Ailanthus altissima,3,71,2006,12,NA,9.7,48.37104072,3,NA,NA,NA,596,40.5,-3.3
2010,Ecological Research,10.1007/s11284-010-0698-y,lake,NA,5,field,Woodland/shrubland,leaves,Ailanthus altissima,3,95,2006,12,NA,9.7,38.23529412,3,NA,NA,NA,596,40.5,-3.3
2010,Ecological Research,10.1007/s11284-010-0698-y,lake,NA,5,field,Woodland/shrubland,leaves,Fraxinus angustifolia,4,0,2006,12,NA,9.7,100,3,NA,61.4,NA,596,40.5,-3.3
2010,Ecological Research,10.1007/s11284-010-0698-y,lake,NA,5,field,Woodland/shrubland,leaves,Fraxinus angustifolia,4,2,2006,12,NA,9.7,67.69230769,3,NA,NA,NA,596,40.5,-3.3
2010,Ecological Research,10.1007/s11284-010-0698-y,lake,NA,5,field,Woodland/shrubland,leaves,Fraxinus angustifolia,4,25,2006,12,NA,9.7,47.42081448,3,NA,NA,NA,596,40.5,-3.3
2010,Ecological Research,10.1007/s11284-010-0698-y,lake,NA,5,field,Woodland/shrubland,leaves,Fraxinus angustifolia,4,39,2006,12,NA,9.7,42.98642534,3,NA,NA,NA,596,40.5,-3.3
2010,Ecological Research,10.1007/s11284-010-0698-y,lake,NA,5,field,Woodland/shrubland,leaves,Fraxinus angustifolia,4,71,2006,12,NA,9.7,34.75113122,3,NA,NA,NA,596,40.5,-3.3
2010,Ecological Research,10.1007/s11284-010-0698-y,lake,NA,5,field,Woodland/shrubland,leaves,Fraxinus angustifolia,4,95,2006,12,NA,9.7,26.5158371,3,NA,NA,NA,596,40.5,-3.3
2006,Journal of Arid Environments,10.1016/j.jaridenv.2005.06.022,river,NA,8,field,Temperate grassland/desert,leaves,Populus deltoides,1,0,2001,10,23,NA,100,NA,NA,165.6,NA,1705,40.45167,-108.5244
2006,Journal of Arid Environments,10.1016/j.jaridenv.2005.06.022,river,NA,8,field,Temperate grassland/desert,leaves,Populus deltoides,1,1,2001,10,23,NA,88.23172549,NA,NA,NA,NA,1705,40.45167,-108.5244
2006,Journal of Arid Environments,10.1016/j.jaridenv.2005.06.022,river,NA,8,field,Temperate grassland/desert,leaves,Populus deltoides,1,2,2001,10,23,NA,82.1604435,NA,NA,NA,NA,1705,40.45167,-108.5244
2006,Journal of Arid Environments,10.1016/j.jaridenv.2005.06.022,river,NA,8,field,Temperate grassland/desert,leaves,Populus deltoides,1,14,2001,10,23,NA,64.12331255,NA,NA,NA,NA,1705,40.45167,-108.5244
2006,Journal of Arid Environments,10.1016/j.jaridenv.2005.06.022,river,NA,8,field,Temperate grassland/desert,leaves,Populus deltoides,1,27,2001,10,23,NA,56.70994113,NA,NA,NA,NA,1705,40.45167,-108.5244
2006,Journal of Arid Environments,10.1016/j.jaridenv.2005.06.022,river,NA,8,field,Temperate grassland/desert,leaves,Populus deltoides,1,57,2001,10,23,NA,48.32758902,NA,NA,NA,NA,1705,40.45167,-108.5244
2006,Journal of Arid Environments,10.1016/j.jaridenv.2005.06.022,river,NA,8,field,Temperate grassland/desert,leaves,Populus deltoides,1,161,2001,10,23,NA,34.16598728,NA,NA,NA,NA,1705,40.45167,-108.5244
2006,Freshwater Biology,10.1111/j.1365-2427.2006.01515.x,stream,NA,5,field,Tropical rain forest,leaves,Trema integerrima,1,0,2002,6,20,26.5,NA,5,0.129,29.45698955,NA,NA,10.43333,-84.01667
2006,Freshwater Biology,10.1111/j.1365-2427.2006.01515.x,stream,NA,5,field,Tropical rain forest,leaves,Trema integerrima,1,1,2002,6,20,26.5,NA,5,0.129,NA,NA,NA,10.43333,-84.01667
2006,Freshwater Biology,10.1111/j.1365-2427.2006.01515.x,stream,NA,5,field,Tropical rain forest,leaves,Trema integerrima,1,4,2002,6,20,26.5,NA,5,0.129,NA,NA,NA,10.43333,-84.01667
2006,Freshwater Biology,10.1111/j.1365-2427.2006.01515.x,stream,NA,5,field,Tropical rain forest,leaves,Trema integerrima,1,7,2002,6,20,26.5,NA,5,0.129,NA,NA,NA,10.43333,-84.01667
2006,Freshwater Biology,10.1111/j.1365-2427.2006.01515.x,stream,NA,5,field,Tropical rain forest,leaves,Trema integerrima,1,11,2002,6,20,26.5,NA,5,0.129,NA,125.8883249,NA,10.43333,-84.01667
2006,Freshwater Biology,10.1111/j.1365-2427.2006.01515.x,stream,NA,5,field,Tropical rain forest,leaves,Trema integerrima,1,16,2002,6,20,26.5,NA,5,0.129,NA,NA,NA,10.43333,-84.01667
2006,Freshwater Biology,10.1111/j.1365-2427.2006.01515.x,stream,NA,5,field,Tropical rain forest,leaves,Trema integerrima,1,21,2002,6,20,26.5,NA,5,0.129,NA,NA,NA,10.43333,-84.01667
2006,Freshwater Biology,10.1111/j.1365-2427.2006.01515.x,stream,NA,5,field,Tropical rain forest,leaves,Castilla elastica,2,0,2002,6,20,26.5,NA,5,0.0119,22.91917364,NA,NA,10.43333,-84.01667
2006,Freshwater Biology,10.1111/j.1365-2427.2006.01515.x,stream,NA,5,field,Tropical rain forest,leaves,Castilla elastica,2,4,2002,6,20,26.5,NA,5,0.0119,NA,NA,NA,10.43333,-84.01667
2006,Freshwater Biology,10.1111/j.1365-2427.2006.01515.x,stream,NA,5,field,Tropical rain forest,leaves,Castilla elastica,2,7,2002,6,20,26.5,NA,5,0.0119,NA,NA,NA,10.43333,-84.01667
2006,Freshwater Biology,10.1111/j.1365-2427.2006.01515.x,stream,NA,5,field,Tropical rain forest,leaves,Castilla elastica,2,18,2002,6,20,26.5,NA,5,0.0119,NA,NA,NA,10.43333,-84.01667
2006,Freshwater Biology,10.1111/j.1365-2427.2006.01515.x,stream,NA,5,field,Tropical rain forest,leaves,Castilla elastica,2,29,2002,6,20,26.5,NA,5,0.0119,NA,NA,NA,10.43333,-84.01667
2006,Freshwater Biology,10.1111/j.1365-2427.2006.01515.x,stream,NA,5,field,Tropical rain forest,leaves,Castilla elastica,2,44,2002,6,20,26.5,NA,5,0.0119,NA,67.00507614,NA,10.43333,-84.01667
2006,Freshwater Biology,10.1111/j.1365-2427.2006.01515.x,stream,NA,5,field,Tropical rain forest,leaves,Castilla elastica,2,80,2002,6,20,26.5,NA,5,0.0119,NA,NA,NA,10.43333,-84.01667
2006,Freshwater Biology,10.1111/j.1365-2427.2006.01515.x,stream,NA,5,field,Tropical rain forest,leaves,Zygia longifolia,3,0,2002,6,20,26.5,NA,5,0.003612,26.2609661,NA,NA,10.43333,-84.01667
2006,Freshwater Biology,10.1111/j.1365-2427.2006.01515.x,stream,NA,5,field,Tropical rain forest,leaves,Zygia longifolia,3,4,2002,6,20,26.5,NA,5,0.003612,NA,NA,NA,10.43333,-84.01667
2006,Freshwater Biology,10.1111/j.1365-2427.2006.01515.x,stream,NA,5,field,Tropical rain forest,leaves,Zygia longifolia,3,7,2002,6,20,26.5,NA,5,0.003612,NA,NA,NA,10.43333,-84.01667
2006,Freshwater Biology,10.1111/j.1365-2427.2006.01515.x,stream,NA,5,field,Tropical rain forest,leaves,Zygia longifolia,3,18,2002,6,20,26.5,NA,5,0.003612,NA,NA,NA,10.43333,-84.01667
2006,Freshwater Biology,10.1111/j.1365-2427.2006.01515.x,stream,NA,5,field,Tropical rain forest,leaves,Zygia longifolia,3,29,2002,6,20,26.5,NA,5,0.003612,NA,NA,NA,10.43333,-84.01667
2006,Freshwater Biology,10.1111/j.1365-2427.2006.01515.x,stream,NA,5,field,Tropical rain forest,leaves,Zygia longifolia,3,44,2002,6,20,26.5,NA,5,0.003612,NA,136.041,NA,10.43333,-84.01667
2006,Freshwater Biology,10.1111/j.1365-2427.2006.01515.x,stream,NA,5,field,Tropical rain forest,leaves,Zygia longifolia,3,80,2002,6,20,26.5,NA,5,0.003612,NA,NA,NA,10.43333,-84.01667
2006,Freshwater Biology,10.1111/j.1365-2427.2006.01515.x,stream,NA,5,field,Tropical rain forest,leaves,Trema integerrima,4,0,2002,6,20,26.7,NA,5,0.0451,29.45698955,NA,NA,10.43333,-84.01667
2006,Freshwater Biology,10.1111/j.1365-2427.2006.01515.x,stream,NA,5,field,Tropical rain forest,leaves,Trema integerrima,4,1,2002,6,20,26.7,NA,5,0.0451,NA,NA,NA,10.43333,-84.01667
2006,Freshwater Biology,10.1111/j.1365-2427.2006.01515.x,stream,NA,5,field,Tropical rain forest,leaves,Trema integerrima,4,4,2002,6,20,26.7,NA,5,0.0451,NA,NA,NA,10.43333,-84.01667
2006,Freshwater Biology,10.1111/j.1365-2427.2006.01515.x,stream,NA,5,field,Tropical rain forest,leaves,Trema integerrima,4,7,2002,6,20,26.7,NA,5,0.0451,NA,NA,NA,10.43333,-84.01667
